Tip deponije,Godina,Naziv preduzeća,PIB,Matični broj,Opština,Mesto,Šifra mesta,Poštanski broj,Ulica i broj,Telefon,Telefaks,Email,Šifra pretežne delatnosti,"Lokacija (mesto, naselje)",naziv,latitude,longitude,Zauzete katastarske parcele,Godina početka deponovanja,Godina završetka deponovanja,"Prosečne godišnje količine otpada, koji se odlaže na nesanitarnu deponiju - smetlište (t)",Gradovi / opštine ili naselja čiji otpad se odlaže na nesanitarnu deponiju - smetlište,Ograda oko nesanitarne deponije - smetlišta,Kapija /rampa na ulazu,Čuvarska služba,Kolska vaga,Drenažni sistem za prikupljanje procednih otpadnih voda,Sistem za prečišćavanje procednih voda sa semtlišta,Sistem za otplinavanje deponijskog gasa,Kojem regionu za upravljanje otpadom pripada vaša opština?,Sa kojim lokalnim samoupravama imate potpisan sporazum o zajedničkom regionalnom upravljanju otpadom?,Nesanitarna deponija - smetlište je:,Operativni status nesanitarne deponije - smetlišta,Da li se na nesanitarnoj deponiji - smetlištu i dalje odlaže otpad?,Način odlaganja otpada,Da li se vrši prekrivanje inertnim materijalom?,Period za koji se predviđa trajanje i eksploatacija nesanitarne deponije - smetlišta,"Da li se vrši i vodi evidencija o količinama i vrstama otpada, koji se odlaže?",Da li se nesanitarna deponija - smetlište ili njen deo nalazi u poplavnom području?,"Da li je za nesanitarno smetlište izrađen Projekat sanacije, zatvaranja i rekultivacije?",Koje godine?,"Da li je pribavljena saglasnost na Projekat sanacije, zatvaranja i rekultivacije?",Koje godine?2,"Da li se izvode radovi po Projektu sanacije, zatvaranja i rekultivacije?","Koji se radovi izvode po Projektu sanacije, zatvaranja i rekultivacije?","Da li se sprovode mere zaštite životne sredine propisane Projektom sanacije, zatvaranja i rekultivacije?","Da li se sprovodi monitoring propisan Projektom sanacije, zatvaranja i rekultivacije?","Da li je potrebna izrada novog ili ažuriranje postojećeg Projekta sanacije, zatvaranja i rekultivacije nesanitarnog smetlišta?",ukupno godina,prosecna ukupna kolicina otpada
Nesanitarne deponije,2020,OPŠTINSKA UPRAVA MADJANPEK,100987089,07212577,Majdanpek,"Majdanpek, Majdanpek, 726869",726869,19250,SVETOG SAVE BB bb,0648129730,,urbanizam@majdanpek.rs,8411,Majdanpek,bele vode,44.404548,21.946732,1258/2 i 1258/4,2004,,1780,Majdanpek,Ne,Ne,Ne,Ne,Ne,Ne,Ne,Halovo,"Zaječar, Bor,Knjaževac i Boljevac","Nesanitarna deponija - smetlište, koja se i dalje koristi i fazno zatvara",Aktivno,Da,Nekontrolisano odlaganje,Ne,Smetlište treba što pre sanirati i zatvoriti,Da,Ne,Da,2009,Ne,,ne,,Ne,Ne,Ne,22,39160
Nesanitarne deponije,2020,Opštinska uprava opštine Odžaci,101429168,08327700,Odžaci,"Odžaci, Odžaci, 803014",803014,25250,Knez Mihajlova 24,064/8037508,025/5742-396,protokol@odzaci.rs,8411,Odžaci,Deponija smeća,45.479018,19.261676,"6659,6560,6561,6562,6563,6564,6565,6566,6567,6568/1,6698 K.O. Odžaci",1999,2030,12800,Odžaci,Da,Da,Ne,Ne,Da,Da,Ne,Zapadno Bačkom,"Sombor, Kula, Apatin, Odžaci i Bač","Nesanitarna deponija - smetlište, koja se i dalje koristi i fazno zatvara",Aktivno,Da,Sloj po sloj,Delimično,Više od 5 godina eksploatacije,Da,Ne,Ne,,,,,,,,,32,409600
Nesanitarne deponije,2020,OPŠTINA KANJIŽA,100871672,08141231,Kanjiža,"Kanjiža, Kanjiža, 802018",802018,24420,TRG GLAVNI 1 1,0648062092,,marijam@kanjiza.rs,8411,Mali Pesak,Mali Pesak,46.089054,20.017072,"5989, 6015/1, 6015/2 ko Martonoš",1981,2020,0,"Vojvoda Zimonić, Trešnjevac, Doline, Adorjan, Orom, Male Pijace, Mali Pesak, Novo Selo, Totovo Selo, Velebit, Martonoš, Kanjiža, Horgoš",Da,Da,Ne,Ne,Ne,Ne,Ne,subotička regionalna deponija,"Subotica, Mali Iđoš, Bačka Topola, Senta, Čoka, Novi Kneževac",Nesanitarna deponija - smetlište koje se trajno zatvara,Neaktivno,Privremeno,Nekontrolisano odlaganje,Ne,Smetlište treba što pre sanirati i zatvoriti,Ne,Ne,Da,2012,Ne,,ne,,Ne,Ne,Da,40,0
Nesanitarne deponije,2020,JAVNO KOMUNALNO PREDUZEĆE IZVOR VLADIMIRCI,101403449,07347189,Vladimirci,"Vladimirci, Vladimirci, 709808",709808,15225,SVETOG SAVE 25,015/513-460,,office@vladimirci.org.rs,3600,Bobovik,Bobovik,44.632601,19.789862,"K.O.Bobovik 17,19,26,27 i K.O. Mehovine 855/4, 855/2 855/1, 856 K.O. Skupljen 1544",1994,,2100,Bobovik,Ne,Da,Da,Ne,Ne,Ne,Ne,Mačvansko-kolubarski,,"Nesanitarna deponija - smetlište, koja se i dalje koristi i fazno zatvara",Aktivno,Da,Po kasetama,Delimično,Više od 5 godina eksploatacije,Da,Da,Da,2004,Ne,,delimicno,Sanacija,Ne,Ne,Da,32,67200
Nesanitarne deponije,2020,OPŠTINSKA UPRAVA BRUS,101139819,07195133,Brus,"Brus, Brus, 707066",707066,37220,KRALJA PETRA PRVOG  120,0373150101,,irenastojkovic74@gmail.com,8411,Kobilje,SLAVA,43.3999438,21.0383712,"706, 707, 708, 709 KO Kobilje",1969,2021,4000,Brus,Da,Da,Ne,Ne,Ne,Ne,Ne,Rasinskom,"Regionalna deponija Srnje, sporazum zaključen između grada Kruševca, opštiba Aleksandrovac, Blace i Brus","Nesanitarna deponija - smetlište, koja se i dalje koristi i fazno zatvara",Aktivno,Da,Nekontrolisano odlaganje,Delimično,Do 3 godine eksploatacije,Ne,Ne,Ne,,,,,,,,,53,212000
Nesanitarne deponije,2020,OPŠTINA NOVI BEČEJ,101431164,08108293,Novi Bečej,"Novi Bečej, Novi Bečej, 802611",802611,23272,Žarka Zrenjanina 8,023 772 320,023 772 500,office@novibecej.rs,8411,Novi Bečej,Bašaidski put,45.6043274,20.1837872,14707 i 15233,1951,,8960,"Novo Miloševo, Bočar, Kumane, Novi Bečej",Ne,Ne,Da,Ne,Ne,Ne,Ne,Regionalni centar Kikinda,,"Nesanitarna deponija - smetlište, koja se i dalje koristi i fazno zatvara",Aktivno,Da,Sloj po sloj,Da,Smetlište treba što pre sanirati i zatvoriti,Da,Ne,Ne,,,,,,,,,75,672000
Nesanitarne deponije,2020,OPŠTINA PETROVAC NA MLAVI,102538275,07198264,Petrovac,"Petrovac na Mlavi, Petrovac na Mlavi, 731960",731960,12300,SRPSKIH VLADARA 165,012 332 722,012 331 283,info@petrovacnamlavi.rs,8411,Petrovac na Mlavi,"Deponija ""Svine""",44,21,"4906, 4107, 4908 KO Petrovac",1980,2021,8000,Petrovac na Mlavi,Da,Da,Da,Ne,Ne,Ne,Da,Braničevski okrug,,"Nesanitarna deponija - smetlište, koja se i dalje koristi i fazno zatvara",Aktivno,Da,Sloj po sloj,Da,Smetlište treba što pre sanirati i zatvoriti,Da,Ne,Da,2019,Da,2019,da,Sanacija,Da,Da,Ne,42,336000
Nesanitarne deponije,2020,JKP KOMUNALPROJEKT,100495492,08081255,Bačka Palanka,"Bačka Palanka, Bačka Palanka, 800309",800309,21400,Trg Bratstva Jedinstva 40,021/7550-100,021/6042-241,office@komunalprojekt.rs,3600,Bačka Palanka,Gradska deponija Backa Palanka,45.246702,19.499267,8,1984,,45000,"Gajdobra, Obrovac, Parage, Vizić, Neštin, Pivnice, Bačka Palanka, Karađorđevo, Nova Gajdobra, Despotovo, Čelarevo, Tovariševo, Mladenovo, Silbaš",Da,Da,Da,Ne,Ne,Ne,Ne,Južnobačkom,"Novi Sad, Bački Petrovac, Temerin, Vrbas, Srbobran, Žabalj, Beočin","Nesanitarna deponija - smetlište, koja se i dalje koristi i fazno zatvara",Aktivno,Da,Razvrstavanje otpada uz sabijanje i ravnanje,Delimično,Više od 5 godina eksploatacije,Da,Ne,Da,2002,Ne,,ne,,Delimično,Ne,Da,42,1890000
Nesanitarne deponije,2020,OPŠTINSKA UPRAVA APATIN,101269416,08350957,Apatin,"Apatin, Apatin, 800180",800180,25260,srpskih vladara 29,0652526021,025773212,ekoinsp@soapatin.org,8421,Apatin,"CIGLANE bb - Romsko naselje, Apatin",45,18,"9040,9039,9025,9026,9027,9028,10222,8758/1",1978,2025,8500,Apatin,Ne,Ne,Ne,Ne,Ne,Ne,Ne,Zapadnobački region,"Potpisan sporazum sa Gradom Somborom, opštinama Kula, Odžaci i Bač","Nesanitarna deponija - smetlište, koja se i dalje koristi i fazno zatvara",Aktivno,Da,Sloj po sloj,Da,Više od 5 godina eksploatacije,Ne,Da,Da,2012,Da,2012,ne,,Delimično,Delimično,Da,48,408000
Nesanitarne deponije,2020,Opština Preševo,102426522,07178387,Preševo,"Preševo, Preševo, 733857",733857,17523,MARŠALA TITA 36 36,0638609962,,h.ramadani@presevo.rs,8411,Preševo,Pržar,42.324183,21.633724,4728 KO Preševo,1995,,7420,"Crnotince, Norča, Rajince, Aliđerce, Preševo, Reljan, Trnava, Oraovica, Miratovac, Buštranje, Donja Šušaja, Slavujevac, Strezovce",Ne,Da,Da,Ne,Ne,Ne,Ne,Pčinjaki,Vranje,"Nesanitarna deponija - smetlište, koja se i dalje koristi i fazno zatvara",Aktivno,Da,Razvrstavanje otpada uz sabijanje i ravnanje,Delimično,Do 3 godine eksploatacije,Da,Ne,Da,2018,Ne,,delimicno,Rekultivacija,Delimično,Ne,Ne,31,230020
Nesanitarne deponije,2020,OPŠTINA ČAJETINA,101072148,07353553,Čajetina,"Čajetina, Čajetina, 745405",745405,31310,KRALJA ALEKSANDRA KARAĐORĐEVIĆA 28 28,0603707021,,mira.janjic88@gmail.com,8411,Čajetina,Ćeten,43.7460333,19.7044344,"1275/1, 1275/2, 1276/1, 1276/2 KO Čajetina",1981,2002,0,Zlatibor,Ne,Ne,Ne,Ne,Ne,Ne,Ne,Zlatiborskom,"Užice, Bajina Bašta, Požega, Arilje, Kosjerić, Lučani, Ivanjica i Čačak",Nesanitarna deponija - smetlište koje se trajno zatvara,Neaktivno,Ne,Nekontrolisano odlaganje,Ne,Smetlište treba što pre sanirati i zatvoriti,Ne,Ne,Da,2006,Da,2010,ne,,Ne,Ne,Da,22,0
Nesanitarne deponije,2020,OPŠTINA ČAJETINA,101072148,07353553,Čajetina,"Čajetina, Čajetina, 745405",745405,31310,KRALJA ALEKSANDRA KARAĐORĐEVIĆA 28 28,0603707021,,mira.janjic88@gmail.com,8411,Zlatibor,Bregovi,43.7105736,19.6739422,4605/1 KO Čajetina,2002,2016,11,Zlatibor,Ne,Ne,Da,Da,Ne,Ne,Da,Zlatiborskom,"Užice, Bajina Bašta, Požega, Arilje, KOsjerić, Lučani, Ivanjica i Čačak","Nesanitarna deponija - smetlište, koja se i dalje koristi i fazno zatvara",Aktivno,Da,Sloj po sloj,Da,Više od 5 godina eksploatacije,Ne,Ne,Da,2016,Da,2016,ne,,Ne,Ne,Da,15,165
Nesanitarne deponije,2020,Opštinska Uprava Nova Varoš,101067624,07239017,Nova Varoš,"Nova Varoš, Nova Varoš, 729884",729884,31320,Karađorđeva  32,0631172166,,opstina@novavaros.rs,8411,Nova Varoš,Vocnjak,43.459331,19.796631,"23/1, 23/2, 30/1, 30/2, 31/2, 454/1, 654/2, 651 659 KO NOVA VAROŠ",1986,,4000,Nova Varoš,Da,Da,Ne,Ne,Ne,Ne,Ne,Zlatiborski,/,"Nesanitarna deponija - smetlište, koja se i dalje koristi i fazno zatvara",Aktivno,Da,Razvrstavanje otpada uz sabijanje i ravnanje,Ne,Više od 5 godina eksploatacije,Da,Ne,Ne,,,,,,,,,40,160000
Nesanitarne deponije,2020,Opština Ćuprija,101375417,07183968,Ćuprija,"Ćuprija, Ćuprija, 744492",744492,35230,13. Oktobra  7,035/8470-248,,info@cuprija.rs,8411,Ćuprija,mucava,44,21,5.68 ha,1964,,0,Ćuprija,Da,Da,Ne,Ne,Ne,Ne,Ne,jagodinskom,,Nesanitarna deponija - smetlište koje se trajno zatvara,Neaktivno,Ne,Nekontrolisano odlaganje,Ne,Smetlište treba što pre sanirati i zatvoriti,Ne,Ne,Da,2005,Da,2005,ne,,Ne,Ne,Da,62,0
Nesanitarne deponije,2020,JAVNO KOMUNALNO PREDUZEĆE BELOSAVAC ŽAGUBICA,101378719,07221061,Žagubica,"Žagubica, Žagubica, 715018",715018,12320,Homoljska 62,012/643-720,012443-193,belosavac@ptt.rs,3600,Žagubica,Kondžilo,44.1,21.3,KP br. 495 KO Mali kamen,1995,2014,20,Žagubica,Ne,Ne,Ne,Ne,Ne,Ne,Ne,Šumadijski upravni okrug,Nemamo potpisan sporazum o zajedničkom regionalnom upravljanju otpadom,Nesanitarna deponija - smetlište koje se trajno zatvara,Neaktivno,Ne,Nekontrolisano odlaganje,Delimično,Smetlište treba što pre sanirati i zatvoriti,Ne,Ne,Da,2005,Da,2006,da,Sanacija,Delimično,Delimično,Ne,20,400
Nesanitarne deponije,2020,Opštinska uprava opštine Aleksinac,100313169,07173075,Aleksinac,"Aleksinac, Aleksinac, 700614",700614,18220,Knjaza Miloša 169,060/2182231,018/804107,predsednik@aleksinac.org,8411,Aleksinac,Lutvina česma,43.5672622,21.6806705,"KO Aleksinac van varoš: 228/7, 242/4, 247, 248, 249, 250, 255/1, 257/1, 258, 259, 260, 261, 262, 263 i 3269; KO Kraljevo: 3590, 3591 i 3595.",1989,,10700,"Česta, Jasenje, Donje Suhotno, Gornji Krupac, Gornji LJubeš, Vakup, Lužane, Nozrina, Vukanja, Radevce, Čukurovac, Aleksinac, Vukašinovac, Prekonozi, Donji Krupac, Prugovac, Aleksinački Bujmir, Crna Bara, Šurić, Stanci, Prćilovica, LJupten, Kamenica, Donji Adrovac, Katun, Gornji Adrovac, Korman, Jakovlje, Moravac, Beli Breg, Moravski Bujmir, Bovan, Rutevac, Deligrad, Vrćenovica, Mozgovo, Krušje, Gredetin, Loćika, Draževac, Gornja Peščanica, Subotinac, Mali Drenovac, Lipovac, Loznac, Srezovac, Veliki Drenovac, Tešica, Dašnica, Bankovac, Grejač, Donja Peščanica, Glogovica, Bradarac, Žitkovac, Koprivnica, Porodin, Dobrujevac, Trnjane, Gornje Suhotno, Ćićina, Aleksinački Rudnik, Vitkovac, Bobovište, Belja, Vrelo, Kulina, Rsovac, Kraljevo, Donji LJubeš, Stublina",Da,Da,Da,Ne,Ne,Ne,Da,Niš,"grad Niš i opštine: Gadžin Han, Doljevac, Merošina, Ražanj,Svrljig i Sokobanja","Nesanitarna deponija - smetlište, koja se i dalje koristi i fazno zatvara",Aktivno,Da,Razvrstavanje otpada uz sabijanje i ravnanje,Da,Više od 5 godina eksploatacije,Da,Ne,Da,2011,Da,2011,delimicno,Sanacija,Delimično,Delimično,Da,37,395900
Nesanitarne deponije,2020,OPŠTINA VLADIČIN HAN,100924833,07222483,Vladičin Han,"Vladičin Han, Vladičin Han, 710156",710156,17510,SVETOSAVSKA  1,017390501,,info@vladicinhan.org.rs,8411,Vladičin Han,Suva Morava,42.676906,22.056099,"1164/1,1164/2 KO Suva Morava Vladicin Han",1970,2007,0,Suva Morava,Ne,Ne,Ne,Ne,Ne,Ne,Ne,Pčinjski upravni okrug,,Nesanitarna deponija - smetlište koje se trajno zatvara,Neaktivno,Ne,Nekontrolisano odlaganje,Ne,Smetlište treba što pre sanirati i zatvoriti,Ne,Da,Da,2019,Ne,,ne,,Ne,Nije primenljivo,Ne,38,0
Nesanitarne deponije,2020,JAVNO KOMUNALNO PREDUZEĆE ČOKA SA PO ČOKA,101417500,08148058,Čoka,"Čoka, Čoka, 804908",804908,23320,Palih boraca 5,0230/471-443,0230/471-443,jkpcoka@mts.rs,3600,Čoka,Deponija u Čoki,45.9406629,20.1653909,"3132, 3130,3164/2",1996,,3800,"Ostojićevo, Čoka, Jazovo, Sanad, Padej",Da,Ne,Ne,Ne,Ne,Ne,Ne,SUBOTICA,"Subotica, B. Topola, Senta, Kanjiža, Novi Kneževac, Mali Iđoš","Nesanitarna deponija - smetlište, koja se i dalje koristi i fazno zatvara",Aktivno,Da,Nekontrolisano odlaganje,Delimično,Više od 5 godina eksploatacije,Ne,Ne,Ne,,,,,,,,,30,114000
Nesanitarne deponije,2020,OPŠTINA LAPOVO,101888526,07713754,Lapovo,"Lapovo (varošica), Lapovo, 702927",702927,34220,NJEGOŠEVA  18,034853159,,office@lapovo.rs,8411,Lapovo (varošica),Kojanićko jezero,44.1143,21.731,"5675/1,5675/2,5677,5671/2,5671/3,5671/4,5672,5657/1,5657/2",1992,2009,120,Lapovo (varošica),Ne,Ne,Ne,Ne,Ne,Ne,Ne,Šumadijski region,"FCC "" Eko"" ia sklopqen ugovor sa Batočinom, Račom i Despotovcem",Nesanitarna deponija - smetlište koje se trajno zatvara,Aktivno,Privremeno,Nekontrolisano odlaganje,Delimično,Smetlište treba što pre sanirati i zatvoriti,Ne,Ne,Ne,,,,,,,,,18,2160
Nesanitarne deponije,2020,Opštinska uprava Kovin,101406134,08135002,Kovin,"Kovin, Kovin, 802352",802352,26220,JNA   5,0648641614,,predsednik@kovin.org.rs,8411,Deliblato,seosko smetlište Deliblato,44.8511724,21.0400591,4814 i 4815 KO Deliblato,1950,,832,Deliblato,Ne,Ne,Ne,Ne,Ne,Ne,Ne,Pancevo,sporazum nije potpisan,"Nesanitarna deponija - smetlište, koja se i dalje koristi i fazno zatvara",Aktivno,Da,Razvrstavanje otpada uz sabijanje i ravnanje,Delimično,Više od 5 godina eksploatacije,Da,Ne,Ne,,,,,,,,,76,63232
Nesanitarne deponije,2020,OPŠTINA SOKOBANJA,100880059,07355815,Sokobanja,"Sokobanja, Sokobanja, 740977",740977,18230,SVETOG SAVE 23,018/830173,,info@opstinasokobanja.com,8411,Sokobanja,Trgoviški put,43.65,21.82,"987, 994, 995 i 1052",1970,,10400,Sokobanja,Da,Ne,Ne,Ne,Ne,Ne,Da,Niškom,"Grad Niš, Aleksinac, Ražanj, Svrljig, Merošina, Gadžin Han i Doljevac",Nesanitarna deponija - smetlište koje se trajno zatvara,Aktivno,Da,Razvrstavanje otpada uz sabijanje i ravnanje,Da,Do 3 godine eksploatacije,Da,Da,Da,2019,Da,2019,ne,,Ne,Nije primenljivo,Ne,56,582400
Nesanitarne deponije,2020,OPŠTINA RAŠKA,101609280,07175485,Raška,"Raška, Raška, 737445",737445,36350,IBARSKA 2 2,062450628,,info@raska.gov.rs,8411,Raška,Razdolje,43.291414,20.6367963,"147 KO Raška, 4696 i 4695 KO Rvati",1984,,7000,Raška,Ne,Da,Da,Ne,Da,Ne,Da,Kraljevo,"Kraljevo, Vrnjačka Banja, Trstenik, Paraćin","Nesanitarna deponija - smetlište, koja se i dalje koristi i fazno zatvara",Aktivno,Da,Sloj po sloj,Delimično,Više od 5 godina eksploatacije,Da,Ne,Ne,,,,,,,,,42,294000
Nesanitarne deponije,2020,OPŠTINA KULA,100260889,08368660,Kula,"Kula, Kula, 802433",802433,25230,LENJINOVA 11 11,025751165,,cberonja@kula.rs,8411,Ruski Krstur,Mesna deponija Ruski Krstur,45.362196,19.311885,3285,1987,,1000,"Kruščić, Ruski Krstur",Da,Da,Ne,Ne,Ne,Ne,Ne,Zapadno -bačkom,"Sombor,apatin,Odžaci","Nesanitarna deponija - smetlište, koja se i dalje koristi i fazno zatvara",Aktivno,Da,Nekontrolisano odlaganje,Delimično,Više od 5 godina eksploatacije,Da,Ne,Ne,,,,,,,,,39,39000
Nesanitarne deponije,2020,OPŠTINA KULA,100260889,08368660,Kula,"Kula, Kula, 802433",802433,25230,LENJINOVA 11 11,025751165,,cberonja@kula.rs,8411,Sivac,Stara Ciglana,45.73294,19.372397,8920,1990,,3040,Sivac,Ne,Ne,Ne,Ne,Ne,Ne,Ne,Zapadno-bački,"Sombor,Apatin, Odžaci","Nesanitarna deponija - smetlište, koja se i dalje koristi i fazno zatvara",Aktivno,Da,Nekontrolisano odlaganje,Delimično,Više od 5 godina eksploatacije,Da,Ne,Da,2011,Da,2011,ne,,Delimično,Ne,Da,36,109440
Nesanitarne deponije,2020,Opštinska uprava Kovin,101406134,08135002,Kovin,"Kovin, Kovin, 802352",802352,26220,JNA   5,0648641614,,predsednik@kovin.org.rs,8411,Kovin,gradsko smetlište Kovin,44.7467258,20.9630099,10412/1 KO Kovin,1980,,10358,Kovin,Da,Da,Ne,Ne,Ne,Ne,Ne,Pančevo,sporazum nije potpisan,"Nesanitarna deponija - smetlište, koja se i dalje koristi i fazno zatvara",Aktivno,Da,Razvrstavanje otpada uz sabijanje i ravnanje,Delimično,Više od 5 godina eksploatacije,Da,Ne,Ne,,,,,,,,,46,476468
Nesanitarne deponije,2020,Opstina Veliko Gradiste,101364588,07163029,Veliko Gradište,"Veliko Gradište, Veliko Gradište, 709492",709492,12220,Žitni trg 1,0605058713,,office@velikogradiste.rs,8411,Požeženo,Peskovi Požeženo,44.7457,21.5464,3580,1992,2018,7656,"Carevac, Ram, Makce, Majilovac, Tribrode, Pečanica, Kurjače, Zatonje, Doljašnica, Popovac, Kumane, LJubinje, Biskuplje, Kusiće, Kamijevo, Garevo, Srednjevo, Požeženo, Ostrovo, Desine, Sirakovo, Đurakovo, Veliko Gradište, Češljeva Bara, Topolovnik, Kisiljevo",Ne,Ne,Ne,Ne,Ne,Ne,Ne,Smederevskom,,"Nesanitarna deponija - smetlište, koja se i dalje koristi i fazno zatvara",Aktivno,Da,Nekontrolisano odlaganje,Delimično,Smetlište treba što pre sanirati i zatvoriti,Ne,Da,Da,2012,Ne,,delimicno,Sanacija,Ne,Ne,Da,27,206712
Nesanitarne deponije,2020,Opštinska uprava Kovin,101406134,08135002,Kovin,"Kovin, Kovin, 802352",802352,26220,JNA   5,0648641614,,predsednik@kovin.org.rs,8411,Mramorak,Seosko smetlište Mramorak,44.8665327,20.977646,6494/2 KO Mramorak,2010,,832,Mramorak,Ne,Ne,Ne,Ne,Ne,Ne,Ne,Pančevo,sporazum nije potpisan,"Nesanitarna deponija - smetlište, koja se i dalje koristi i fazno zatvara",Aktivno,Da,Razvrstavanje otpada uz sabijanje i ravnanje,Delimično,Više od 5 godina eksploatacije,Da,Ne,Ne,,,,,,,,,16,13312
Nesanitarne deponije,2020,OPŠTINA KULA,100260889,08368660,Kula,"Kula, Kula, 802433",802433,25230,LENJINOVA 11 11,025751165,,cberonja@kula.rs,8411,Crvenka,Volujak,45.4124,19.2526,9355,1976,,6500,"Crvenka, Nova Crvenka",Ne,Da,Ne,Ne,Ne,Ne,Ne,zapadno bački,"Sombor,Apatin ,Odžaci","Nesanitarna deponija - smetlište, koja se i dalje koristi i fazno zatvara",Aktivno,Da,Nekontrolisano odlaganje,Delimično,Više od 5 godina eksploatacije,Da,Ne,Da,2011,Da,2011,ne,,Ne,Ne,Da,50,325000
Nesanitarne deponije,2020,Opštinska uprava Kovin,101406134,08135002,Kovin,"Kovin, Kovin, 802352",802352,26220,JNA   5,0648641614,,predsednik@kovin.org.rs,8411,Bavanište,seosko smetlište Bavanište,44.8301833,20.8673946,394 KO Bavanište,1950,,1664,Bavanište,Ne,Ne,Ne,Ne,Ne,Ne,Ne,Pančevo,sporazum nije potpisan,"Nesanitarna deponija - smetlište, koja se i dalje koristi i fazno zatvara",Aktivno,Da,Razvrstavanje otpada uz sabijanje i ravnanje,Delimično,Više od 5 godina eksploatacije,Da,Ne,Ne,,,,,,,,,76,126464
Nesanitarne deponije,2020,Opštinska uprava Kovin,101406134,08135002,Kovin,"Kovin, Kovin, 802352",802352,26220,JNA   5,0648641614,,predsednik@kovin.org.rs,8411,Pločica,Seosko smetlište - Pločica,44.7147421,20.8746521,1375 KO Pločica,2003,,832,Pločica,Ne,Ne,Ne,Ne,Ne,Ne,Ne,Pančevo,sporazum nije potpisan,"Nesanitarna deponija - smetlište, koja se i dalje koristi i fazno zatvara",Aktivno,Da,Razvrstavanje otpada uz sabijanje i ravnanje,Delimično,Više od 5 godina eksploatacije,Da,Ne,Ne,,,,,,,,,23,19136
Nesanitarne deponije,2020,OPŠTINA KULA,100260889,08368660,Kula,"Kula, Kula, 802433",802433,25230,LENJINOVA 11 11,025751165,,cberonja@kula.rs,8411,Kula,Lapoš,45.3337,19.3256,"9521,9520,9420,9423,9422,9421,9531,9532,9530",1990,,840000,"Lipar, Kula",Ne,Ne,Ne,Ne,Da,Ne,Ne,Zapadno-bačkom,"Sombor,Apatin,Odžaci","Nesanitarna deponija - smetlište, koja se i dalje koristi i fazno zatvara",Aktivno,Da,Nekontrolisano odlaganje,Delimično,Više od 5 godina eksploatacije,Da,Ne,Da,2011,Da,2012,ne,,Ne,Ne,Da,36,30240000
Nesanitarne deponije,2020,Opštinska uprava Kovin,101406134,08135002,Kovin,"Kovin, Kovin, 802352",802352,26220,JNA   5,0648641614,,predsednik@kovin.org.rs,8411,Gaj,seosko smetlište Gaj,44.7849088,21.071952,4795/2KO Gaj,1950,,832,Gaj,Ne,Ne,Ne,Ne,Ne,Ne,Ne,Pančevo,sporazum nije potpisan,"Nesanitarna deponija - smetlište, koja se i dalje koristi i fazno zatvara",Aktivno,Da,Razvrstavanje otpada uz sabijanje i ravnanje,Delimično,Više od 5 godina eksploatacije,Da,Ne,Ne,,,,,,,,,76,63232
Nesanitarne deponije,2020,GRAD PROKUPLJE,100506227,07107625,Prokuplje,"Prokuplje, Prokuplje, 736210",736210,18400,NIKODIJA STOJANOVIĆA TATKA 2 2,062575806,,nacelnik@prokuplje.org.rs,8411,Prokuplje,DUNEK,43.2356538,21.5980195,"2298,2300,2302,2294",1992,2011,0,Prokuplje,Da,Da,Ne,Ne,Ne,Ne,Ne,Topličkom,/,Nesanitarna deponija - smetlište koje se trajno zatvara,Neaktivno,Ne,Nekontrolisano odlaganje,Delimično,Smetlište treba što pre sanirati i zatvoriti,Ne,Da,Da,2007,Ne,,ne,,Ne,Ne,Da,20,0
Nesanitarne deponije,2020,Opštinska uprava Kovin,101406134,08135002,Kovin,"Kovin, Kovin, 802352",802352,26220,JNA   5,0648641614,,predsednik@kovin.org.rs,8411,Dubovac,Seosko smetlište Dubovac,44.8023496,21.2041897,"1520/1,4531/1 i1319/1 KO Dubovac",1950,,832,Dubovac,Ne,Ne,Ne,Ne,Ne,Ne,Ne,Pančevo,sporazum nije potpisan,"Nesanitarna deponija - smetlište, koja se i dalje koristi i fazno zatvara",Aktivno,Da,Razvrstavanje otpada uz sabijanje i ravnanje,Delimično,Više od 5 godina eksploatacije,Da,Ne,Ne,,,,,,,,,76,63232
Nesanitarne deponije,2020,opštinska uprava Bela Crkva,100868214,08108005,Bela Crkva,"Bela Crkva, Bela Crkva, 800767",800767,26340,Miletićeva 2,013/853-346,013/851-346,kabinetbc@mobilpro.rs,3900,Bela Crkva,Stara Ciglana,44.904343,21.382778,"995,991/2,992/1,993,994/1 i 996",1994,2025,6400,"Kajtasovo, Jasenovo, Banatska Palanka, Grebenac, Dobričevo, Bela Crkva, Kaluđerovo, Kusić, Dupljaja, Kruščica, Crvena Crkva, Češko Selo, Banatska Subotica, Vračev Gaj",Da,Da,Da,Ne,Ne,Ne,Ne,Vršačkom,"Sa Vršcem, Alibaunarom i Plandištem","Nesanitarna deponija - smetlište, koja se i dalje koristi i fazno zatvara",Aktivno,Da,Razvrstavanje otpada uz sabijanje i ravnanje,Delimično,Od 3 do 5 godina ekspoatacije,Da,Ne,Da,2012,Ne,,ne,,Ne,Ne,Da,32,204800
